employer_name,count,sum_of_total_workers,e_name,certified_number
"ACI WORLDWIDE, CORP.",1,1,,
NEW KAPITALL HOLDINGS,1,1,,
"ACIES ENGINERING, INC.",1,1,,
"LEONOVUS USA, INC.",1,1,,
"APTARGROUP, INC.",2,2,,
"JIFF, INC.",2,2,,
BROTHER ICE CREAM INC.,1,1,,
THE UNIVERSITY OF NORTH DAKOTA,1,1,,
"ECOMETAL, INC.",1,1,,
"NEW JERSEY HEALTHCARE SPECIALISTS, P.C.",1,1,,
APTCLARITY LLC,1,1,,
"NEW IMAGE BUILDING SERVICES, INC.",1,1,,
ECRS LLC,1,1,,
"NETWORKFLEET, INC.",1,1,,
BROWN INVESTMENT ADVISORY & TRUST CO.,1,1,,
"PATHWAYS EB-5, INC.",1,1,,
"ECS FEDERAL, INC.",1,1,,
NEW COOPERS PHARMACY LLC,1,1,,
ECTOR COUNTY HOSPITAL,1,1,,
GRACE BAPTIST CHURCH,1,1,,
BRUDIS & ASSOCIATES INC.,1,1,,
NEW DIRECTION IRA INC.,1,1,,
"EDENBRIDGE PHARMACEUTICALS, LLC",1,1,,
"NEUROCOG TRIALS, INC.",1,1,,
"EDG, INC.",2,2,,
"RIDGE ZELLER THERAPY, LLC",1,1,,
BRUNEL ENERGY INC.,1,1,,
"THEOREM CLINICAL RESEARCH, INC.",4,4,,
"AQT SOLUTIONS, INC.",1,1,,
PARLEMENTARIANS FOR GLOBAL ACTION,1,1,,
BRUSH ARBOR BAPTIST CHURCH,2,2,,
"THERAMOVE, INC",1,1,,
"EDL CONSULTING, LTD.",2,2,,
THE SWATCH GROUP (U.S.) INC.,1,1,,
"EDM AMERICAS, INC.",1,1,,
THOMAS HAWES,1,1,,
BSI GROUP AMERICA INC.,1,1,,
PROMENET INC,1,1,,
BSQUARE CORPORATION,2,2,,
NETGEN SERVICES INC,1,1,,
"EDUCATION SALES AND MARKETING, LLC",1,1,,
THOUGHTWAVE,1,1,,
AQUA TERRA CULTURAL RESOURCE CONSULTANTS,1,1,,
PARADOX STUDIOS,1,1,,
BT AND MK ENERGY AND COMMODITIES,2,2,,
THORATEC CORPORATION,1,1,,
EDUCATIONAL RECORDS BUREAU INC.,1,1,,
"THREE-W US, INCORPORATED",1,1,,
"BT SYSTEMS, LLC.",1,1,,
"GSI COMMERCE SOLUTIONS, INC.",2,2,,
BTG PACTUAL US CAPITAL CORP.,1,1,,
TI NEWCO LLC,9,9,,
EDWARD C DONAHUE CPA,1,1,,
"PAN & ASSOCIATES, INC",1,1,,
"EDWARDSVILLE MONTESSORI SOCIETY, INC.",1,1,,
TOP LINE PRODUCTIONS INC,1,1,,
"EFFEX CAPITAL, LLC",2,2,,
"TOMITA PHARMACEUTICAL CO., LTD.",1,1,,
ARAMARK BUSINESS CENTER LLC,1,1,,
PACIFIC WESTERN BANK,1,1,,
"ARAMARK FOOD AND SUPPORT SERVICES GROUP, INC.",1,1,,
TOYOTA MOTOR CREDIT CORPORATION,2,2,,
ARAMARK HEALTHCARE SUPPORT SERVICES LLC,1,1,,
PACIFIC GLOBAL ADVISORS LLC,8,8,,
BUCK INSTITUTE FOR RESEARCH ON AGAING,1,1,,
TRANS LOGISTICS SERVICES CORP,1,1,,
"BUCKNER CHILDREN AND FAMILY SERVICES, INC.",1,1,,
"TRANSACTION PROCESSING SPECIALISTS, INC.",1,1,,
BUCKS HILL OPERATION,1,1,,
"TRANSPORTATON RESEARCH CENTER, INC.",1,1,,
"EG2 MOBILE TECHNOLOGY, LLC",2,2,,
TRANSPORTATION OPTIONS CORP.,1,1,,
"EHUKAI KAPOLEI, LLC",1,1,,
"TRANSWESTERN COMMERCIAL SERVICES, LLC.",1,1,,
"BULAVARD, INC.",1,1,,
TREBBIANNO LLC,1,1,,
"EIMCO., INC.",1,1,,
NEOTA LOGIC INC.,1,1,,
EKA USA INC.,1,1,,
"KONSTANT ARCHITECTURE PLANNING, INC.",1,1,,
"ARATI PATEL &AMP; ASSOCIATES, PLC",1,1,,
"MID-MICHIGAN STAFFING AGENCY, LLC",1,1,,
"BULLARD, MCLEOD & ASSOCIATES, INC.",1,1,,
"TRI-UNION FROZEN PRODUCTS, INC.",1,1,,
"ELCOS AMERICA, INC.",2,2,,
OVE ARUP &AMP; PARTNERS PC,1,1,,
"ELECTRIC CLOUD, INC.",3,3,,
TRIPLE RING TECHNOLOGIES,2,2,,
ELECTRIC RED,1,1,,
"OSP GROUP MANAGEMENT SERVICES, L.P.",1,1,,
"ELECTRICAL DESIGN & MOTOR CONTROL, INC.",1,1,,
NEILMED PHARMACEUTICALS INC.,1,1,,
ARC3I INC,3,3,,
INVENERGY SERVICES LLC,1,1,,
BURKERT CONTROMATIC CORP.,1,1,,
TRIVERA NORTH AMERICA LLC,1,1,,
ELECTRICAL SPECIALTY  PRODUCTS LLC,1,1,,
TRUEBRIGHT SCIENCE ACADEMY CHARTER SCHOOL,1,1,,
ELECTRO RENT CORPORATION,1,1,,
"NCS PEARSON, INC INDIRECT WHOLLY-OWNED SUBSIDIARY OF PEARSON PLC",2,2,,
ELECTRON INTERNATIONAL II INC,1,1,,
"ORTHOPAEDIC & NEUROLOGICAL REHAB OF TEXAS, INC.",3,3,,
ELEGANTZ PRODUCTIONS LLC,1,1,,
NDUS SYSTEM INFORMATION TECHNOLOGY SERVICES,1,1,,
"ELEKTA, INC.",2,2,,
NEWLINK GENETICS CORPORATION,1,1,,
"ARCADIA MANAGEMENT GROUP, INC.",1,1,,
"TUCKER-DAVIS TECHNOLOGIES, INC.",1,1,,
"ARCATECH SYSTEMS, LLC.",1,1,,
IB TECHNOLOGY SOLUTIONS INC.,1,1,,
"BURSONALITIES INVESTMENTS GROUP, INC",1,1,,
"ORCAFLY, INC.",1,1,,
"ELEVEN BIOTHERAPEUTICS, INC.",1,1,,
TWENTYFIRST CENTURY BIOCHEMICALS INCORPORATED,1,1,,
BUSINESS &AMP; TECHNOLOGY INTEGRATION INC,1,1,,
"TWM INVESTMENT, LLC",1,1,,
"ELITE EQUINE VETERINARY, PLLC.",1,1,,
"OPTIMUM HEALTHCARE IT, LLC",2,2,,
BUSINESS DEVELOPMENT INSTITUTE LLC,1,1,,
"OLIHARGON, LLC",1,1,,
"ELITE MULTIPHASE SOLUTIONS, LLC",1,1,,
U S DYNAMICS CORP,1,1,,
BUSINESS TECHNOLOGY INC,3,3,,
"NAVMAN WIRELESS NORTH AMERICA, LP",2,2,,
"ELIZABETH KENNEDY LANDSCAPE ARCHITECT, PLLC",1,1,,
"U.S. AVIATION GROUP, LLC",1,1,,
ELLUMUS LLC,1,1,,
ISHARYA INC.,1,1,,
"ARCHI-TECH ASSOCIATES, INC.",1,1,,
KPOPSTARS INC,1,1,,
BUSTER BIOFUELS LLC,1,1,,
NATURAL SYSTEMS UTILITIES LLC,2,2,,
"BUY.COM, INC.",1,1,,
"ONE TOMATO, LLC",1,1,,
"BUYERZONE.COM, LLC",1,1,,
"PERRY HOMES, LLC",1,1,,
"EMBYTES SOLUTIONS, INC.",1,1,,
"PHOENIX CHILDREN'S HOSPITAL, INC.",3,3,,
"BUZZTALA, LLC",3,3,,
"UNION BANK, N.A.",1,1,,
BW OFFSHORE USA MANAGEMENT INC.,2,2,,
"UNITED GULF MANAGEMENT, INC.",1,1,,
"EMCOR SECURITIES, INC.",1,1,,
"UNITED HOME HEALTH CARE, INC.",1,1,,
"BWW LAW GROUP, LLC",1,1,,
PRECISION HOSPITALITY INC,1,1,,
EMERGYS SERVICES INC,2,10,,
"NATIONAL VALUATION CONSULTANTS, INC.",1,1,,
EMERSON ELECTRIC CO,1,1,,
"UNITED PRESS INTERNATIONAL, INC.",1,1,,
2SEEDS NETWORK INC.,1,1,,
UNIRISX MANAGEMENT CORPORATION,1,1,,
4RC IO LLC,2,2,,
NATIONAL OILWELL VARCO L.P.,7,7,,
AAA AUTO SALVAGE INC,2,10,,
NATIONAL MARINE MANUFACTURERS ASSOCIATION,1,1,,
"ARCHWAY TECHNOLOGY PARTNERS, INC.",1,1,,
UNIVERSAL HOSPITAL SERVICES,1,1,,
"BYTEFILED, INC.",2,2,,
UNIVERSAL MCCANN WORLDWIDE INC.,2,2,,
"EMG CONSULTING, LLC",1,1,,
"RALPH L. WADSWORTH CONSTRUCTION, LLC",1,1,,
"EMILIO PUCCI, LTD.",1,1,,
UNION-AUTO USA LLC,1,1,,
EMPIRE CONTROL ABATEMENT INC.,1,1,,
"REFUGEES INTERNATIONAL, INC.",1,1,,
"EMPLOYEE FUNDING OF AMERICA, LLC",1,1,,
NATIONAL GUARDIAN LIFE INSURANCE COMPANY,1,1,,
ARCSERVE (USA) LLC,1,1,,
UNIVERSITY CORPORATION FOR ADVANCED INTERNET DEVELOPMENT,2,2,,
"C BORDERS-BYRD, CPA, LLC",1,1,,
NATIONAL DISTRIBUTION CENTERS LP,1,1,,
"EMPOWERING NATIONS, INC.",1,1,,
"RKR MOTORS, INC.",1,1,,
"C PRODUCTS DEFENSE, INC.",1,1,,
OKLAHOMA CITY COMMUNITY COLLEGE,1,1,,
EMPYRA.COM. INC.,1,1,,
UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE,4,4,,
"EMR IT SOLUTIONS, INC.",1,1,,
"S2O DESIGN AND ENGINEERRING, INC.",1,1,,
EMSO ASSET MANAGEMENT US LLC,1,1,,
U2-TECH L.L.C.,2,2,,
"C&C NORTH AMERICA, INC.",1,1,,
OASIS PROFESSIONAL MANAGEMENT GROUP LTD.,1,1,,
"C&J SPEC-RENT SERVICES, INC.",1,1,,
"NATIONAL CABLE COMMUNICATIONS, LLC",1,1,,
EMULEX CORPORATION,4,4,,
"INTRACOM, LLC",1,2,,
EMULEX DESIGN AND MANUFACTURING CORPORATION,1,1,,
"NARATIV, INC.",2,2,,
"EN POINTE TECHNOLOGIES SALES, LLC",2,2,,
"SEC SOLUTIONS, LLC",1,1,,
ENABLON NORTH AMERICA CORP,1,1,,
"OAKLEAF WASTE-MANAGEMENT, L.L.C.",1,1,,
ENAVATE LLC,1,1,,
"NANT VISION, INC.",1,1,,
"ACS TRANSPORT SOLUTIONS, INC.",1,1,,
GRANT THORTON LLP,1,1,,
"ARCUS TECHNOLOGIES, INC.",2,2,,
"OAKLAND HOME HEALTH CARE, INC.",1,1,,
"ENCORE, INC.",1,1,,
"TWIN DRAGON MARKETING, INC.",1,1,,
"ENCYCLOPEDIA BRITANNICA, INC.",1,1,,
NYPRO INC.,1,1,,
"ENDACE USA LIMITED, A DIVISION OF EMULEX CORPORATION",1,1,,
UPPER LIMIT AVIATION INC,1,1,,
"ENDEAVOR SCHOOLS, LLC.",1,1,,
"UOP, LLC",1,1,,
"ENDEMOL USA, INC.",1,1,,
"US EXPEDITERS, INC.",1,1,,
ENDLESS MOUNTAIN SKYDIVERS INC.,1,1,,
USHER INCORPORATED,1,1,,
"AREA 1 SECURITY, INC.",1,1,,
USVI DEPARTMENT OF EDUCATION,1,1,,
"ENERDEL, INC.",1,1,,
SOUTHWEST AUTISM RESEARCH AND RESOURCE CENTER,1,1,,
"ENERGETIQ TECHNOLOGY, INC.",1,1,,
NAHLA CAPITAL LLC,1,1,,
"ENERGY ALLOYS, LLC",2,2,,
UTC ASSOCIATES,1,1,,
AREESYS CORPORATION,2,2,,
USA MARBLE AND GRANITE,1,1,,
"C2 STEEL, LLC",1,1,,
"N-IT SOLUTIONS, LLC",1,1,,
"ENERGYHUB, INC.",1,1,,
"VALIDUS AMERICA, INC.",1,1,,
4SIGHT SUPPLY CHAIN GROUP,1,2,,
STARKIDS PRESCHOOL & KINDERGARTEN,1,1,,
"AAA NORTHERN CALIFORNIA, NEVADA AND UTAH INSURANCE EXCHANGE",1,1,,
VALUE SOFWTARE PRODUCTS INC,1,1,,
ACSEL HEALTH LLC,1,1,,
NOVISYNC INC.,1,1,,
AKO ENGINEERING INC.,1,1,,
"MY WEALTHSTORE, LLC",1,1,,
"ARENA PHARMACEUTICALS, INC.",1,1,,
NOVATEK INC,1,1,,
"ENGAGE BDR, INC",1,1,,
"STTG, INC.",1,1,,
ENGAGEMENT ARTS INC.,2,2,,
"MUV, INC.",1,1,,
"AKQA, INC",1,1,,
"NOVAK DRUCE CONNOLLY BOVE + QUIGG, LLP",1,1,,
"ENGINEERING & CONST INNOVATIONS, INC",4,4,,
"VANCO PAYMENT SOLUTIONS, INC.",1,1,,
"ENGINELAB, INC.",2,2,,
MURRAY HILLS ENTERPRISES INC,1,1,,
"ACTAVIS ELIZABETH, LLC",2,2,,
IBASET,1,1,,
ARGON CREDIT LLC,2,2,,
"MURPHY BURNHAM & BUTTRICK, LLP",1,1,,
"CADATASOFT, INC",15,15,,
"VELANKANI COMMUNICATIONS TECHNOLOGIES, INC",1,1,,
"CADD EDGE, INC.",1,1,,
"L'AUBERGE NEWCO, LLC",1,1,,
CAE SIMUFLITE INC.,1,1,,
VENUS GROUP INC,1,1,,
"ENNOPLE, INC.",1,1,,
"MUM INDUSTRIES, INC.",1,1,,
ENQUERO INC,2,2,,
"GTS GEOTECH, L.P.",1,1,,
ENRICH CONSULTING INC,1,1,,
VERANTIS CORPORATION,1,1,,
"ARGOSY TRANSPORTATION GROUP, INC.",1,1,,
"MULTI ENVIOS, LLC",1,1,,
ARI PACKAGING LLC,1,1,,
"VERATO, INC.",1,1,,
CAFE 1040 INC.,2,2,,
VERIZON BUSINESS NETWORK SERVICES,1,1,,
"ARI-MEX FORWARDING AGENTS, INC.",1,1,,
"VERIZON DIGITAL MEDIA SERVICES INC. F/K/A EDGECAST NETWORKS, INC.",1,1,,
CAHILL GORDON & REINDEL LLP,1,1,,
VERIZON SERVICES CORPORATION,1,1,,
"ENTERPRISE QA LABS, INC.",3,3,,
INTERSTATE POWER AND LIGHT COMPANY,1,1,,
ENTERPRISE QUALITY DATA SOLUTIONS,1,1,,
"VERYX TECHNOLOGIES, INC",1,1,,
"ARIANA CLEANING COMPANY, INC.",1,2,,
"INTERSTATE TIRE DISTRIBUTOR, INC.",2,2,,
"ENTOMO, INC.",1,1,,
I. KUNIK COMPANY,1,1,,
ENVIRONMENT AND ENERGY PUBLISHING LLC,1,1,,
"VIANT TECHNOLOGY, INC.",1,1,,
"AABACO SMALL BUSINESS, LLC",15,15,,
THE ADMINISTRATORS OF THE TULANE ENDOWMENT FUND,2,2,,
ACTIFACT CORP,1,1,,
NITEX &AMP; ASSOCIATES INC,1,1,,
ACTION AGAINST HUNGER,1,1,,
NIBUR INC.,4,4,,
"ARIEL PROPERTY ADVISORS, LLC",2,2,,
"VISTA EQUITY PARTNERS III, LLC",1,1,,
EP AMERICAS LLC,1,1,,
"VISTA CONSULTING GROUP, LLC",1,1,,
CALIFORNIA INTEGRATED DATA EXCHANGE,1,1,,
VIZEUM INC.,1,1,,
"EPHARMALEARNING, INC.",1,1,,
VOLEON CAPITAL MANAGEMENT LP,1,1,,
EPHESOFT INC,1,1,,
"VOLP SUPPLY, LLC",1,1,,
EPIBONE,2,2,,
THE QUARRY LANE SCHOOL,1,1,,
EPIC TECH LLC,1,1,,
VOLTERRA SEMICONDUCTOR CORPORATION,4,4,,
"EPICOR RSG (US), INC.",1,1,,
"W-H-I-P SYSTEMS, LLC",9,9,,
CALIFORNIA INTERNATIONAL BUSINESS UNIVERSITY,1,1,,
"MOTIVE ENERGY, INC.",1,1,,
EPKON LLC,1,1,,
THOMAS R BEAVER MD PA,1,1,,
"EPLAN PARTNERS, LTD.",1,1,,
MOULDING SPECIALIST INC,2,2,,
CALIFORNIA POLYTECH STATE UNIVERSITY,2,2,,
STATE CENTER COMMUNITY COLLEGE DISTRICT,1,1,,
AL DIA NEWSPAPER INC.,2,2,,
"WANDERU, INC",1,1,,
"ARIZONA LUNG SLEEP & VALLEY FEVER INSTITUTE, INC.",1,1,,
WARWICK PUBLIC SCHOOL,1,1,,
CALIFORNIA WATER SERVICE COMPANY,1,1,,
"WASHINGTON SOFTWARE, INC.",1,1,,
ALABAMA A & M UNIVERSITY,1,1,,
STARTX,1,1,,
CALISSON INC.,1,1,,
TRIBECA FILM INSTITUTE,1,1,,
ERIC W CHING,1,1,,
MORTGAGE TRADE BUSINESS HOLDING CO. LLC,1,1,,
ERICSSON TELEVISION INC.,2,2,,
HIGH POINT REGIONAL HEALTH SYSTEM,1,1,,
ARKANSAS CANCER CLINIC,1,1,,
WAYLINK LLC,1,1,,
CALLSOURCE,1,1,,
"MORPHOTRAK, LLC",1,1,,
ARKANSAS CHILDREN'S HOSPITAL,2,2,,
U.S. CIVILIAN RESEARCH & DEVELOPMENT FOUNDATION,2,2,,
ERPORTAL SOFTWARE INC.,1,1,,
"WDJ & CO., CPAS, LLP",1,1,,
"AAK USA, INC.",1,1,,
"MORNINGSIDE ENTERPRISES, INC.",1,1,,
"ARKIN NET, INC. (PREVIOUSLY KNOWN AS VNERA, INC.)",1,1,,
"WEATHERFORD INTERNATIONAL, INC.",2,2,,
CALTROL INC.,1,1,,
WEBROOT INC.,1,1,,
ESCRYPT INC.,1,1,,
WEBFILINGS LLC,1,1,,
CALVERT CAPITAL MANAGEMENT COMPANY,1,1,,
"WELCH CONSULTING, LTD.",1,1,,
ESI COMPANIES INC.,1,1,,
"LAFORCE & COMPANY, LLC",1,1,,
ESILICON CORPORATION,1,1,,
WELOCALIZE,1,1,,
CAM GROUP INC.,1,1,,
"ICE CREDIT HUB, LLC",1,1,,
"ESKRIBE, INC",1,1,,
URBAN GOLF PRO LLC,1,1,,
"ESOTERIX, INC.",1,1,,
"I-HUMAN PATIENTS, INC.",1,1,,
CAMACO LLC,3,3,,
MORGAN STANLEY &  CO. LLC,1,1,,
CAMBIA INFORMATION GROUP,1,1,,
"MORANT TRANSPORTATION INDUSTRIES,INC",1,1,,
ESPOSTO'S FINE FOODS INC.,1,1,,
WIENCEK + ASSOCIATES ARCHITECTS + PLANNERS,1,1,,
"ESSEN INSTRUMENTS, INC.",1,1,,
WISCONSIN ELECTRIC POWER COMPANY,1,1,,
ESSENCE COMMUNICATIONS INC,1,1,,
VELOX RESOURCES INC.,1,1,,
"CAMBRIDGE CM, INC.",5,5,,
WNA COMET WEST,1,1,,
ESSEX COUNTY OB/GYN ASSOCIATES,1,1,,
WOLFF OLINS LLC,1,1,,
ACTIVE POWER,1,1,,
"HAWK HILL MANAGEMENT COMPANY, LLC",1,1,,
CAMBRIDGESOFT CORPORATION,1,1,,
"LANTRASOFT, INC.",1,1,,
CAMEL GROUP (USA) BATTERY INC,1,1,,
"VINSON PROCESS CONTROLS CO., LP",1,1,,
"ETECH TEXAS, LLC",1,1,,
WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY AND/OR OMAHA WOODMEN LIFE,1,1,,
"ETECHNOLOGIES, INC.",2,2,,
"WOOJIN AMERICA, LLC",1,1,,
"CAMELOT TECHNOLOGY ADVISORS, INC.",1,1,,
MONTESSORI DEL MUNDO,1,1,,
"ARMSTRONG PHARMACEUTICALS, INC.",1,1,,
ICN GROUP CORP,1,1,,
CAMIWELL,1,1,,
VYYKN INC.,1,1,,
ARMSTRONG TEASDALE LLP,1,1,,
NEAR EARTH AUTONOMY,2,2,,
"EUROFINS MWG OPERON BIOTECHNOLOGIES, INC.",1,1,,
MONIQUE NEMBRI MESQUITA,1,1,,
"EUROFINS MWG OPERON, INC.",1,1,,
"NCS PEARSON, INC, AN INDIRECT WHOLLY-OWNED SUBSIDIARY OF PEARSON, PLC",1,1,,
1-800-PUBLICRELATIONS,1,1,,
"XTREME DRILLING AND COIL SERVICES, INC.",1,1,,
"32 ADVISORS, LLC",1,1,,
"XTGLOBAL,INC.",1,1,,
"505 MOBILE (U.S.), INC.",1,1,,
MOMO AUTOMOTIVE ACCESSORIES INC.,1,1,,
AALIA HOSPITALITY CORP.,1,1,,
"YANKEE CANDLE COMPANY, INC.",1,1,,
"ARNOLD, HANCOCK & WALLACH PLLC",1,1,,
"YELLOWJACKET, INC.",1,1,,
"ARNOLD, HANCOCK & WALLACH, PLLC",1,1,,
YENKIN-MAJESTIC PAINT CORPORATION,1,1,,
"CANDLE SCIENCE, INC.",1,1,,
"MODUSLINK GLOBAL SOLUTIONS, INC.",1,1,,
"EVANS & CO. CPA, PC",1,1,,
WORLD FEDERALIST MOVEMENT INSTITUTE FOR GLOBAL POLICY,1,1,,
EVANS ANALYTICAL GROUP LLC,1,1,,
YOSHIRT INC.,1,1,,
EVENTFORTE INC.,1,1,,
"YJT SOLUTIONS, LLC",1,1,,
"EVENTFORTE, INC",2,2,,
"ICODE, LLC",2,2,,
"EVERALBUM, INC.",1,1,,
YUNEN INC.,1,1,,
"ARRAY HEALTH SOLUTIONS, INC.",1,1,,
HAWAII ISLAND AIR INC.,1,1,,
"EVERYTHING INDUSTRIAL CO., LTD.",1,1,,
Z&Y ACCOUNTING SERVICES INC.,1,2,,
"EVINS COMMUNICATIONS, LTD.",1,1,,
IMPAC MORTGAGE CORP.,1,1,,
ARROW ENGINE COMPANY,1,1,,
"IDEAPAINT, INC.",1,1,,
CAPGEMINI AMERICA,1,1,,
ICOA GROUP LLC,1,1,,
CAPITAL INSURANCE GROUP,1,1,,
ZEDI US INC.,1,1,,
EXARI GROUP INC.,1,1,,
"STEEL AND PIPE SUPPLY COMPANY, INC.",1,1,,
CAPITAL LINK INCORPORATED,1,1,,
"ZELTIQ AESTHETICS, INC.",1,1,,
"EXCHANGE HUB, LLC",1,1,,
"VIA MARKETING, INC.",1,1,,
"ACUITY ENVIRNOMENTAL SOLUTIONS, LLC",1,1,,
"KANSAS UNIVERSITY PHYSICIANS, INC.",1,1,,
"ALBINA HEAD START, INC.",1,1,,
NATALIE'S CATERING LLC,1,1,,
ART OF GRANITE INCORPORATED,1,169,,
"ZF SERVICES, LLC",2,2,,
"CAPITAL ONE SHAREBUILDER, INC.",3,3,,
"RF MICRO DEVICES, INC",1,1,,
EXEMPLIS CORPORATION,1,1,,
"ZINIO, LLC",1,1,,
EXILANT TECHNOLOGIES PRIVATE LTD,2,2,,
PAPER LLC,1,1,,
CAPITAL SCHOOL DISTRICT,1,1,,
"ZOMATO USA, LLC",1,1,,
CAPITAL STONE MANAGEMENT,1,1,,
MORGAN STANLEY PRIVATE BANK NA,1,1,,
EXILANT TECHNOLOGIES PRIVATE LTD.,6,6,,
ZUNO INC.,1,1,,
"EXP ENGINEERING INTERNATIONAL, LLC",1,1,,
MOBILELOGIX INC,1,1,,
"ARTEX, INC.",1,1,,
"INTERNATIONAL SOCIETY FOR INFECTIOUS DISEASES, INC.",1,1,,
EXPLORE TRADING CAPITAL INC,3,3,,
ZUMBA FITNESS LLC,1,1,,
CAPRUS IT LLCA,1,1,,
,4,3,,
"ALCES TECHNOLOGY, INC.",1,1,,
"MOBILE MINI, INC.",1,1,,
"ARTICULATE COMMUNICATIONS, INC.",1,1,,
"MMI ENGINEERING, INC.",1,1,,
"CAPTIVE PLASTICS, INC., A SUBSIDIARY OF BERRY PLASTICS CORPORATION",1,1,,
"ZINGBOX, INC.",1,1,,
EXTREME AUTOMATION INC.,2,2,,
N. O. KRONFOL M.D. P.A.,1,1,,
CAPTIVE RISK PLANNER LLC,1,2,,
MIST BAR AND LOUNGE INC,1,12,,
"EXTRON LOGISTICS, LLC",1,1,,
ZIGNAL LABS INC.,1,1,,
"EYM GROUP,  INC.",1,1,,
GLOBAL THEMATIC PARTNERS HOLDINGS LLC,1,1,,
EZ MOTO INC.,2,2,,
YOUNOW INC.,1,1,,
"CARAVEL MANAGEMENT, LLC",1,1,,
"MISOM CONSULTING SERVICES, INC.",1,2,,
F & W PLASTICS LLC,1,1,,
"MIRROR PHARMACEUTICALS, LLC",1,1,,
CARCO GROUP INC,1,1,,
"MYPLAY DIRECT, INC.",1,1,,
"CARDEEO, INC.",1,1,,
"SAND 9, INC.",1,1,,
CARDIAC SCIENCE CORPORATION,4,4,,
WOWV LLC,1,1,,
"555 INTERNATIONAL, INC.",1,1,,
"WATCHCHILD, LLC",1,1,,
AARCG INC.,2,2,,
WAGGENER EDSTROM WORLDWIDE INC,1,1,,
"ACUMEN CONSULTING, INC",5,5,,
MUSEUM ASSOCIATES,1,1,,
"ARUP ADVISORY, INC.",2,2,,
"MULTIPHASE SOLUTIONS KENNY, INC",1,1,,
CARDIAN MOUNTAIN SCHOOL,1,1,,
"MIPS TECHNOLOGIES, INC. (A PART OF IMAGINATION TECHNOLOGIES)",1,1,,
"FABRUS, INC.",2,2,,
"MINUTTA, INC.",1,1,,
"FACEBOOK SERVICES, INC.",1,1,,
"VSOFT INFOWARE, INC",2,2,,
FACILITY SOLUTIONS GROUP INC.,1,1,,
"VOLUSION, INC.",1,1,,
"FACTORY SALES AND ENGINEERING, INC",1,1,,
RELIABLECODERS INC. FKA DOBANGO INC.,3,3,,
ARUP USA INC.,2,2,,
"IMPREZZIO, INC.",1,1,,
ALDO US INC.,1,1,,
"HAVAS EDGE, LLC",1,1,,
ARVOS INC.,1,1,,
HAINES BOROUGH,1,1,,
ARVYTECH INC,1,1,,
"GREENBERG DENTAL & ORTHODONTICS,  PA",1,1,,
"CARE FORCE, INC.",2,2,,
"STARTUP PAVILION, INC.",1,1,,
CARE MEDICAL LLC,3,7,,
"VIDEO APPLICATIONS, INC.",1,1,,
FAMILIA CARE INC.,1,1,,
"VEREIT, INC.",1,1,,
ACUNA TRANSPORTATION LLC,1,1,,
VD&T INTERNATIONAL LLC,1,1,,
"ALDRICH CHEMICAL COMPANY, LLC",1,1,,
MSKAN INC,3,7,,
CAREEVOLUTION INC.,1,1,,
"VARIOUS, INC.",1,1,,
CAREFUSION CORPORATION,1,1,,
MINDSTREAM CONSULTING,1,1,,
CAREGIVER SERVICES & HOMECARE INC.,1,1,,
"VALUESOFT SOLUTIONS, INC.",1,1,,
"ALEDADE, INC.",1,1,,
UNIVERSITY OF WISCONSIN-COLLEGES,1,1,,
"CAREMARK,LLC",1,1,,
"TREXT, INC.",2,2,,
"FAMILYCARE MEDICAL GROUP, PC",1,3,,
"MILLUK, INC.",1,1,,
"CARIBBEAN FINANCIAL, INC.",1,1,,
TRAIL BLAZERS INC.,1,1,,
"FARELLA, BRAUN & MARTEL LLP",1,1,,
"TMR MANAGEMENT, INC.",1,1,,
CARING PEDIATRICS,1,1,,
"PERMIAN BASIN KIDNEY, INC.",1,1,,
CARING PEDIATRICS PLLC,1,1,,
IEMENTOR CORP,1,4,,
"FAST LABS, INC.",1,1,,
"IEA RENEWABLE ENERGY, INC.",1,1,,
567 PRINTING CORP,1,1,,
"MILESTONE ENVIRONMENTAL SERVICES, LLC",1,1,,
"ACUSENSE TECHNOLOGIES, INC.",1,1,,
"MILESTONE EDUCATIONAL SERVICES ,INC",2,2,,
ACUSHNET COMPANY,1,1,,
"IGT, INC.",1,1,,
ASCE SOLUTIONS LLC,1,1,,
"MIDWEST INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC.",1,1,,
"CARL ZEISS X-RAY MICROSCOPY, INC.",1,1,,
"IGN ENTERTAINMENT, INC.",1,1,,
CARLOHA,1,1,,
"THRASYS, INC.",1,1,,
FAZIO LANDSCAPING INC.,1,4,,
INTERNATIONAL HOUSE OF PHILADELPHIA,1,1,,
FBR CAPITAL MARKETS &AMP; CO.,1,1,,
MIDAS MANAGEMENT AND RESEARCH,1,1,,
CARLTON MULTI SERVICES LLC,2,2,,
TECH KB SOLUTIONS INC,1,1,,
"CARLYLE GROUP EMPLOYEE COMPANY, LLC",1,1,,
MID-OHIO VALLEY HEALTH DEPARTMENT,5,5,,
CARLYLE MORTGAGE INC.,1,1,,
TAWA SERVICES INC.,1,1,,
"FDH VELOCITEL, INC.",1,1,,
MOSHE COSICHER ARCHITECT,3,6,,
"FDX ADVISORS, INC.",1,1,,
SUNSONG NORTH AMERICA INC.,1,1,,
CARNEY LABS LLC,1,1,,
